"","rowid","UNIQUE_ID","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"85","91","10428101104",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,2,4,4,3,3
"86","92","10428102104",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,2,4,4,3,2
"87","93","10430100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1
"88","94","10431100104",3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,4,3,4,3,3,4,3,3,3,3,4,2,3,3,3,4,3,4,4,4,3,4,4,4,3
"89","95","10432100104",3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,4,3,4,3,3,4,3,3,3,3,4,2,3,3,3,4,3,4,4,4,3,4,4,4,3
"90","96","10434100104",3,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,4,3,4,3,3,4,3,3,3,3,4,2,3,3,3,4,3,4,4,4,3,4,4,4,3
"91","97","10436100104",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,0,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1
"92","98","10437100104",1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,2,3,2,1
"93","99","10438100104",1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"94","100","10439100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"95","101","10440100104",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"96","102","10441100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"97","103","10442100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"98","104","10443100104",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,2,4,4,3,3
"99","105","10444100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"100","106","10445100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"101","107","10800100104",3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3,3,4,2,3,3,3,3,3,3,4,3,3,4,4,3,3
"102","108","10801100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"103","109","10807100104",2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
"104","110","10407102104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"105","111","10408100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"106","112","10409100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"107","113","10410100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"108","114","10411100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"109","115","10411102104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"110","116","10412100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"111","117","10413100104",1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"112","118","10414100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,3,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"113","119","10415100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"114","120","10416101104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"115","121","10416102104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"116","122","10417100104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"117","123","10418101104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"118","124","10418102104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"119","125","10419101104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"120","126","10419102104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"121","127","10420100104",1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"122","128","10421100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"123","129","10422100104",1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"124","130","10423100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1
"125","131","10424100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"126","132","10425100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2
"127","133","11034100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"128","134","11001100104",2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,1,2,2,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
"129","136","11003100104",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"130","137","11004100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"131","138","11005100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"132","139","11006100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"133","140","11007100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"134","141","11008100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,4,3,2,4,4,3,2
"135","142","11009100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"136","143","11010100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"137","144","11011101104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"138","145","11011102104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"139","146","11012100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"140","147","11013100104",1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"141","148","11014100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,2
"142","149","11015100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"143","150","11016100104",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1
"144","151","11017100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"145","152","11018100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"146","153","11019100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"147","154","11020100104",1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"148","155","11021100104",1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,2,3,2,1
"149","156","11022100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"150","157","11023100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,2,3,2,1
"151","158","11024100104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"152","159","11025100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"153","160","11026100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1
"154","161","11027100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1
"155","162","11028100104",1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"156","163","11029100104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"157","164","11030100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"158","165","11031100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"159","166","11032100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"160","167","11033101104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"161","168","11033102104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"162","169","11048102104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,3,3,2,2
"163","170","11049100104",3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,3,3,4,4,4,3,4,4,3,3
"164","171","11050100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"165","172","11051100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"166","173","11052100104",1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"167","174","11053100104",1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"168","175","11054100104",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
